Temperatura;Humedad;VelViento;GDF;DiffusalF;Zona1
13.20;46.78;0.09;0.06;0.07;25008.61
13.23;47.15;0.08;0.06;0.11;25288.10
13.24;47.35;0.08;0.06;0.11;25081.52
13.32;47.41;0.09;0.07;0.11;25051.14
13.26;47.88;0.09;0.07;0.10;24729.11
13.35;47.78;0.08;0.11;0.08;25597.97
13.32;48.35;0.08;0.29;0.20;26393.92
13.26;48.11;0.08;0.82;0.82;27001.52
13.35;47.41;0.08;1.82;1.89;27274.94
13.28;48.58;0.08;6.59;6.82;27767.09
13.23;48.85;0.08;28.97;30.11;28143.80
13.42;47.78;0.08;35.45;36.21;28994.43
13.50;47.95;0.08;16.98;17.25;29668.86
13.50;48.31;0.08;18.92;19.49;29966.58
13.31;49.12;0.08;25.93;26.81;30543.80
13.41;49.95;0.09;31.07;32.13;31096.71
13.36;50.48;0.08;32.02;33.12;31850.13
13.50;50.52;0.08;34.03;35.20;32330.13
13.57;50.85;0.08;44.10;45.73;33186.84
13.45;53.76;0.08;60.57;62.77;34359.49
13.34;53.32;0.08;86.50;89.00;34930.63
13.56;50.78;0.08;88.40;90.20;35021.77
13.82;48.38;0.08;58.32;59.21;35532.15
13.83;48.95;0.08;46.00;47.19;36279.49
13.90;49.85;0.08;50.12;51.84;36309.87
14.12;49.28;0.08;87.00;89.60;36261.27
14.24;48.45;0.08;93.40;94.80;36765.57
13.87;51.45;0.08;99.50;102.40;37081.52
13.71;51.79;0.08;119.00;122.70;37136.20
14.04;48.31;0.08;151.90;154.10;37391.39
14.13;47.08;0.08;159.90;158.40;37470.38
14.14;47.98;0.08;173.60;166.70;37288.10
14.29;47.91;0.08;175.60;170.90;37440.00
14.52;47.51;0.08;263.00;254.80;37986.84
14.07;49.35;0.08;458.30;467.20;37968.61
14.12;49.02;0.08;459.90;462.00;37780.25
14.77;46.94;0.08;509.80;519.00;38302.78
14.29;49.08;0.08;336.40;326.70;38606.58
13.94;50.42;0.08;679.10;715.00;38163.04
14.06;50.38;0.08;498.50;519.10;37907.85
13.99;49.72;0.08;325.60;336.70;37506.84
14.05;48.11;0.08;300.40;308.30;37494.68
14.25;47.75;0.09;218.30;226.40;38333.16
14.54;47.41;0.08;165.20;169.30;38551.90
14.30;48.08;0.08;190.10;196.30;38406.08
14.54;47.65;0.08;220.20;227.50;37920.00
14.65;48.18;0.08;224.30;233.30;37816.71
14.64;48.41;0.08;223.40;231.60;37725.57
14.62;48.55;0.08;210.60;218.50;37683.04
14.63;48.61;0.08;190.30;195.80;37245.57
14.32;49.35;0.08;225.30;232.00;37397.47
14.43;49.08;0.08;206.20;212.20;37506.84
14.12;49.85;0.08;170.00;174.20;37239.49
14.06;51.85;0.09;158.90;162.50;36795.95
14.52;51.15;0.08;289.00;314.50;36735.19
14.73;50.08;0.09;170.60;175.90;36960.00
15.00;49.05;0.09;130.10;133.60;36953.92
15.06;49.58;0.08;130.80;136.80;36893.16
14.79;50.92;0.08;118.00;121.60;36698.73
14.57;51.39;0.08;91.50;94.20;36747.34
14.87;51.09;0.08;65.38;66.97;37172.66
14.85;50.85;0.08;54.72;56.80;38418.23
14.69;52.49;0.08;54.99;57.82;38090.13
14.88;52.09;0.08;41.44;42.80;40666.33
14.79;52.49;0.08;30.25;31.27;44111.39
14.88;52.75;0.08;14.17;14.61;44056.71
14.61;54.39;0.08;8.85;8.99;44591.39
14.35;55.46;0.08;7.94;8.21;45022.78
14.00;60.00;0.08;2.06;2.14;45198.99
13.95;59.63;0.08;0.55;0.65;45375.19
14.07;59.23;0.08;0.14;0.13;45180.76
14.22;58.03;0.08;0.06;0.13;45302.28
14.31;57.26;0.08;0.08;0.09;45101.77
14.43;56.99;0.08;0.05;0.12;45053.16
14.67;56.49;0.09;0.06;0.11;44949.87
14.78;55.09;0.08;0.07;0.13;44615.70
14.84;55.33;0.08;0.10;0.13;43965.57
14.89;55.13;0.08;0.06;0.15;43260.76
14.73;56.29;0.08;0.08;0.10;43400.51
14.78;56.16;0.08;0.11;0.10;43807.59
14.84;56.03;0.08;0.09;0.13;43370.13
14.93;55.93;0.08;0.07;0.13;42896.20
14.74;56.83;0.08;0.05;0.19;42677.47
14.81;57.53;0.08;0.07;0.13;42276.46
14.89;57.56;0.08;0.04;0.15;42015.19
14.93;57.46;0.08;0.09;0.09;41401.52
14.93;57.70;0.08;0.06;0.14;40684.56
15.11;57.16;0.08;0.08;0.12;39973.67
14.83;59.23;0.08;0.07;0.08;39706.33
14.70;59.90;0.08;0.04;0.19;38855.70
14.59;60.77;0.08;0.06;0.12;38169.11
14.31;64.54;0.08;0.05;0.11;37604.05
14.27;65.51;0.08;0.04;0.14;36589.37
14.31;65.58;0.08;0.07;0.08;35738.73
14.07;66.28;0.08;0.07;0.13;34547.85
14.54;65.31;0.08;0.08;0.07;33527.09
14.52;64.41;0.08;0.07;0.11;32554.94
14.56;64.21;0.08;0.05;0.15;31072.41
14.44;65.04;0.08;0.06;0.10;30167.09
14.79;64.44;0.08;0.06;0.14;29425.82
14.74;63.91;0.08;0.04;0.13;28860.76
14.71;63.97;0.08;0.04;0.16;27918.99
14.58;65.38;0.09;0.06;0.10;27116.96
14.67;65.51;0.08;0.06;0.09;26557.97
14.80;64.64;0.08;0.06;0.10;26077.97
14.79;65.18;0.08;0.08;0.09;25494.68
14.78;66.51;0.08;0.06;0.13;24972.15
14.65;69.85;0.30;0.04;0.08;24370.63
14.31;70.80;0.08;0.06;0.14;23896.71
14.22;74.30;0.08;0.09;0.13;23653.67
13.85;74.40;0.08;0.07;0.17;23228.35
13.76;76.50;0.08;0.09;0.15;22894.18
13.23;79.70;0.08;0.08;0.15;22778.73
13.25;80.10;0.08;0.06;0.16;22547.85
13.33;81.10;0.08;0.07;0.19;22359.49
13.36;82.40;0.08;0.06;0.19;22231.90
13.33;82.90;0.08;0.08;0.14;21958.48
13.34;83.60;0.08;0.06;0.17;21788.35
13.26;84.10;0.08;0.09;0.15;21666.84
13.16;84.70;0.08;0.07;0.19;21709.37
13.16;84.70;0.08;0.07;0.17;21466.33
13.17;84.40;0.08;0.09;0.15;21332.66
13.08;84.50;0.08;0.06;0.14;21302.28
13.03;84.40;0.08;0.06;0.19;21393.42
12.95;84.60;0.08;0.07;0.13;21393.42
12.96;84.60;0.08;0.07;0.12;21034.94
13.02;84.00;0.08;0.09;0.14;20962.03
13.06;81.40;0.08;0.07;0.16;21089.62
12.88;81.20;0.08;0.08;0.11;21028.86
12.79;81.50;0.08;0.06;0.14;21059.24
12.57;82.60;0.08;0.08;0.13;21041.01
12.39;84.00;0.08;0.06;0.19;21174.68
12.08;85.00;0.08;0.07;0.16;21284.05
11.37;86.10;0.08;0.08;0.11;21405.57
11.07;86.10;0.08;0.07;0.15;21770.13
11.02;85.30;0.08;0.08;0.16;22031.39
10.91;85.80;0.08;0.10;0.13;22572.15
10.84;85.70;0.08;0.09;0.11;23307.34
10.83;84.90;0.08;0.06;0.15;23623.29
10.74;84.00;0.08;0.10;0.15;24012.15
10.59;84.00;0.08;0.07;0.17;24425.32
10.51;83.70;0.08;0.06;0.16;24413.16
10.77;81.60;0.08;0.07;0.15;24625.82
11.01;80.70;0.08;0.06;0.17;24303.80
11.00;79.20;0.08;0.06;0.15;23799.49
10.96;77.70;0.08;0.07;0.14;23963.54
10.85;78.20;0.08;0.10;0.18;24024.30
10.75;78.70;0.08;0.06;0.16;23708.35
10.69;79.00;0.08;0.08;0.13;23386.33
10.48;80.00;0.08;0.08;0.19;23690.13
10.36;79.90;0.08;0.30;0.39;24625.82
10.41;77.00;0.08;0.99;1.04;25069.37
10.24;74.60;0.08;1.87;2.00;25610.13
10.10;74.30;0.08;4.27;4.41;26503.29
10.01;73.70;0.09;7.95;8.15;27123.04
10.06;73.40;0.09;8.88;9.11;27384.30
10.03;74.80;0.08;16.33;16.84;27840.00
10.03;74.70;0.08;28.51;29.64;28447.59
10.07;74.60;0.08;25.44;26.29;29006.58
10.10;73.80;0.08;52.75;54.57;28556.96
10.13;72.70;0.08;64.93;66.33;30063.80
10.16;72.60;0.08;106.80;106.10;30908.35
10.27;72.00;0.09;196.70;188.10;31078.48
10.32;71.40;0.08;228.10;224.00;31534.18
10.32;71.20;0.08;222.00;219.80;32403.04
10.33;70.80;0.09;228.30;224.80;33089.62
10.52;69.98;0.08;322.20;323.80;33217.22
10.44;70.00;0.09;156.80;159.20;33387.34
10.51;70.30;0.08;399.30;399.30;33976.71
10.69;68.98;0.08;255.40;256.00;33958.48
10.46;68.25;0.09;119.80;122.80;34335.19
10.41;67.98;0.09;108.20;111.60;34578.23
10.37;67.41;0.08;128.70;133.10;34578.23
10.37;66.81;0.08;141.60;146.20;34426.33
10.41;66.48;0.09;214.50;217.10;34207.59
10.48;66.31;0.09;246.00;245.70;34809.11
10.46;66.14;0.08;141.20;145.10;35289.11
10.47;66.91;0.09;167.60;174.00;35507.85
10.54;66.68;0.08;129.40;130.60;35447.09
10.60;66.31;0.09;145.70;145.00;35532.15
10.68;66.14;0.09;250.10;252.30;35659.75
11.23;66.01;0.09;585.20;599.70;35714.43
11.62;65.41;0.08;572.20;589.30;35586.84
11.85;65.31;0.08;602.40;629.70;35167.59
11.95;64.61;0.08;291.90;293.30;34693.67
11.69;63.91;0.08;113.00;114.90;34432.41
11.42;65.04;0.08;146.80;152.50;34584.30
11.41;64.37;0.09;141.00;146.20;34535.70
11.49;63.87;0.08;128.40;132.10;34857.72
11.60;62.74;0.09;165.40;169.70;34936.71
11.55;61.54;0.09;140.70;144.90;35295.19
11.56;60.80;0.08;97.00;100.30;35714.43
11.56;61.44;0.08;87.10;90.90;36030.38
11.55;61.10;0.08;72.30;75.40;36164.05
11.56;61.07;0.08;66.60;69.00;35793.42
11.58;60.90;0.08;122.50;127.00;35489.62
11.73;60.27;0.08;157.80;164.30;35902.78
11.80;60.07;0.08;101.00;104.30;36078.99
11.85;59.87;0.08;104.70;108.50;35763.04
11.89;59.53;0.08;95.70;99.00;35520.00
11.93;58.96;0.08;84.50;87.10;35629.37
12.01;57.93;0.08;104.10;107.60;35580.76
12.01;57.23;0.09;57.11;57.60;35817.72
11.99;57.30;0.08;31.44;31.95;36522.53
11.95;57.83;0.08;21.88;22.30;36929.62
12.05;56.89;0.08;37.69;38.70;38156.96
12.07;55.89;0.08;38.59;39.96;39815.70
12.03;54.99;0.09;15.52;16.14;42252.15
12.02;55.46;0.08;11.89;12.46;44008.10
12.06;55.16;0.08;21.40;25.72;45265.82
12.18;53.59;0.08;10.26;10.64;45934.18
12.03;55.43;0.08;5.15;5.37;45915.95
11.99;55.76;0.08;2.07;2.19;45946.33
12.01;55.39;0.09;0.94;1.06;46092.15
12.01;54.49;0.09;0.23;0.29;45490.63
11.93;54.72;0.09;0.08;0.12;45466.33
11.79;55.23;0.09;0.04;0.07;45478.48
11.91;53.62;0.09;0.04;0.12;45824.81
11.85;53.02;0.09;0.06;0.09;45612.15
11.64;53.12;0.08;0.07;0.11;45381.27
11.63;52.42;0.09;0.07;0.14;44919.49
11.63;51.85;0.09;0.06;0.11;44712.91
11.70;52.32;0.09;0.06;0.11;45065.32
11.43;54.99;0.09;0.05;0.13;45745.82
11.19;56.63;0.09;0.06;0.13;45265.82
11.08;56.96;0.09;0.07;0.07;45144.30
11.01;57.60;0.09;0.06;0.07;44913.42
10.96;57.73;0.08;0.04;0.07;44135.70
11.04;57.66;0.09;0.08;0.09;43813.67
11.09;57.06;0.08;0.04;0.09;43364.05
11.52;54.82;0.08;0.05;0.12;42641.01
11.64;51.89;0.08;0.06;0.12;42173.16
11.46;53.89;0.09;0.06;0.12;41085.57
11.26;53.99;0.09;0.08;0.06;40435.44
11.29;53.39;0.09;0.06;0.11;39791.39
10.97;54.72;0.09;0.09;0.13;39214.18
11.43;52.42;0.08;0.05;0.12;38582.28
11.45;52.22;0.09;0.07;0.09;37573.67
10.93;53.59;0.09;0.07;0.11;36723.04
10.90;54.12;0.09;0.04;0.11;35568.61
10.66;54.82;0.09;0.06;0.11;34341.27
10.58;54.86;0.09;0.06;0.08;33502.78
10.62;54.76;0.09;0.08;0.07;32390.89
10.87;52.79;0.09;0.07;0.10;31212.15
10.48;55.03;0.09;0.09;0.07;30489.11
10.35;55.06;0.09;0.05;0.10;29608.10
10.18;55.43;0.09;0.05;0.14;28988.35
10.08;55.56;0.09;0.06;0.09;28192.41
9.96;56.86;0.09;0.05;0.16;27287.09
9.61;58.43;0.09;0.04;0.10;26764.56
9.46;59.17;0.09;0.05;0.12;26248.10
9.26;60.40;0.09;0.05;0.12;25816.71
9.24;60.70;0.09;0.05;0.13;25148.35
9.89;57.53;0.08;0.08;0.10;24322.03
9.97;56.19;0.08;0.07;0.09;24109.37
9.65;58.43;0.08;0.07;0.08;23750.89
9.31;61.24;0.08;0.06;0.12;23544.30
8.93;62.24;0.09;0.07;0.09;23392.41
9.26;61.64;0.08;0.05;0.09;23258.73
8.93;63.94;0.09;0.05;0.12;22827.34
8.86;63.64;0.08;0.06;0.11;22784.81
8.95;63.41;0.08;0.06;0.10;22730.13
8.64;64.04;0.08;0.05;0.10;22474.94
8.88;62.44;0.08;0.06;0.09;22262.28
8.92;62.50;0.09;0.07;0.10;21964.56
9.21;60.47;0.09;0.05;0.12;22073.92
9.06;60.67;0.09;0.07;0.14;21885.57
9.13;59.07;0.09;0.06;0.07;21654.68
9.11;59.33;0.09;0.05;0.07;21527.09
9.25;59.03;0.09;0.05;0.08;21569.62
9.17;59.77;0.08;0.05;0.10;21691.14
9.16;60.00;0.08;0.05;0.14;21733.67
9.17;60.77;0.08;0.03;0.12;21733.67
8.97;61.40;0.09;0.08;0.12;21685.06
8.85;62.07;0.08;0.04;0.03;21776.20
8.87;62.67;0.09;0.05;0.09;21909.87
9.01;62.80;0.09;0.04;0.10;21855.19
9.32;61.60;0.09;0.06;0.09;22001.01
9.10;62.04;0.08;0.06;0.08;22329.11
9.01;62.67;0.09;0.07;0.08;22651.14
9.04;63.67;0.09;0.09;0.07;23161.52
10.09;62.24;2.98;0.10;0.08;24157.97
10.73;56.13;4.92;0.07;0.12;24394.94
11.12;54.59;4.92;0.07;0.09;24218.73
11.18;53.72;4.92;0.06;0.08;24534.68
11.42;53.26;4.92;0.08;0.13;24802.03
11.40;53.36;4.91;0.06;0.15;24467.85
11.52;52.92;4.92;0.04;0.09;23945.32
11.58;52.75;4.92;0.06;0.09;24024.30
11.64;52.45;4.92;0.07;0.12;24042.53
11.69;51.99;4.92;0.04;0.14;23732.66
11.72;51.92;4.92;0.06;0.11;23380.25
11.75;52.45;2.66;0.07;0.11;23349.87
11.79;52.19;0.08;0.11;0.18;23787.34
11.80;51.62;0.08;0.73;0.84;24686.58
11.81;51.05;0.08;4.02;3.81;25020.76
11.83;50.65;0.08;5.37;5.45;25506.84
11.66;52.09;0.08;10.07;10.20;25920.00
11.76;51.92;0.08;21.80;21.41;26618.73
11.82;52.32;0.08;39.17;38.37;27110.89
11.89;51.55;0.08;45.58;45.18;28241.01
12.00;51.05;0.91;67.18;66.33;28441.52
12.07;51.25;4.91;117.00;116.30;29140.25
12.15;51.49;4.92;92.20;89.90;29778.23
12.14;52.05;4.92;132.50;132.40;30112.41
12.72;49.32;4.92;283.10;289.00;30555.95
12.99;46.21;4.91;320.50;329.70;31424.81
13.07;47.75;4.92;370.30;382.30;32178.23
13.23;48.45;4.92;380.80;394.50;32463.80
13.14;48.55;4.92;334.20;343.50;33034.94
13.14;49.18;4.92;371.50;385.80;33320.51
13.29;48.01;4.91;395.30;414.30;33648.61
13.25;48.51;4.35;414.20;437.10;34001.01
13.34;48.45;0.09;441.20;466.90;34693.67
13.44;50.08;0.08;429.60;448.90;35137.22
13.46;49.98;0.09;492.10;513.80;35131.14
13.62;48.88;0.08;547.30;579.20;35228.35
13.77;49.48;0.09;572.10;605.80;35137.22
14.02;50.45;0.09;606.70;645.40;35544.30
14.24;49.52;0.09;637.00;681.80;35392.41
14.66;46.04;0.09;645.00;692.50;34851.65
14.72;43.27;0.08;738.00;790.00;34414.18
14.35;44.87;0.08;487.60;502.20;34304.81
13.92;45.31;0.08;157.80;158.90;34110.38
13.85;45.78;0.08;109.70;110.60;34359.49
13.72;46.64;0.09;97.90;101.00;35246.58
13.77;45.04;0.08;165.40;171.10;35908.86
13.60;48.35;0.08;98.90;101.20;36139.75
13.00;52.22;0.08;60.95;62.53;36309.87
13.02;54.06;0.08;50.37;51.66;35690.13
12.70;56.93;0.08;30.44;31.57;35507.85
12.28;60.00;0.08;40.37;41.77;35732.66
11.92;62.24;0.08;33.77;34.70;35040.00
11.81;63.97;0.08;69.73;71.50;35155.44
11.74;64.64;0.08;39.59;40.63;35410.63
11.82;64.01;0.08;74.30;76.80;35161.52
11.87;64.71;0.08;37.39;38.39;34748.35
11.66;65.74;0.08;15.48;16.08;34833.42
11.46;66.54;0.08;15.51;16.06;33454.18
11.38;66.54;0.08;13.07;13.45;32603.54
11.37;65.51;0.08;9.89;10.26;31959.49
11.27;65.84;0.08;16.77;17.20;31491.65
11.48;64.11;0.08;31.36;31.55;31576.71
11.34;66.51;0.08;34.88;35.96;31479.49
11.56;63.74;0.08;24.87;25.59;31436.96
11.78;65.98;0.08;17.86;18.64;31522.03
11.71;66.48;0.08;16.78;17.49;31455.19
11.75;68.61;0.08;25.01;26.27;31175.70
12.21;68.95;0.08;26.68;27.53;31795.44
12.52;69.82;0.08;16.52;16.77;33041.01
12.33;71.60;0.09;11.28;11.52;34535.70
12.54;70.80;0.08;14.39;14.64;36832.41
12.46;71.60;0.09;7.68;7.95;39645.57
12.32;71.60;0.09;12.08;12.87;41419.75
12.05;72.20;0.08;10.38;10.66;41930.13
11.88;72.30;0.08;4.93;5.09;42416.20
11.91;71.60;0.08;2.30;2.43;42926.58
11.75;71.70;0.09;0.93;1.06;42981.27
11.72;70.40;0.08;0.28;0.29;43722.53
11.58;70.10;0.08;0.10;0.12;44111.39
11.39;70.70;0.08;0.05;0.10;44153.92
11.26;70.50;0.08;0.06;0.09;43886.58
11.07;70.40;0.08;0.04;0.13;43825.82
10.95;70.50;0.08;0.08;0.09;43673.92
10.77;71.20;0.08;0.05;0.14;43661.77
10.53;72.00;0.09;0.05;0.14;43248.61
10.43;72.00;0.08;0.06;0.10;43424.81
10.37;72.50;0.08;0.07;0.10;43698.23
10.30;72.30;0.09;0.05;0.10;43637.47
10.26;72.20;0.08;0.07;0.13;43655.70
10.22;72.40;0.08;0.05;0.11;43552.41
10.25;72.30;0.08;0.08;0.10;43649.62
10.31;71.70;0.09;0.04;0.08;43254.68
10.30;71.90;0.08;0.04;0.13;43193.92
10.29;71.80;0.08;0.06;0.10;42835.44
10.29;71.10;0.08;0.06;0.10;42185.32
10.23;71.20;0.08;0.04;0.15;42264.30
10.18;70.90;0.08;0.04;0.12;41778.23
10.24;70.40;0.09;0.04;0.09;40842.53
10.20;69.95;0.09;0.04;0.15;40459.75
10.16;70.10;0.09;0.07;0.09;39177.72
10.13;69.55;0.09;0.04;0.13;38539.75
10.08;69.92;0.09;0.06;0.13;38035.44
9.94;71.40;0.09;0.05;0.12;36874.94
10.14;71.00;0.09;0.07;0.07;35969.62
10.28;68.51;0.09;0.08;0.12;34961.01
10.20;69.25;0.08;0.06;0.12;33855.19
10.09;70.80;0.09;0.05;0.13;32998.48
9.78;72.30;0.09;0.06;0.11;32020.25
9.68;73.50;0.09;0.06;0.12;31035.95
9.72;73.40;0.09;0.05;0.15;29869.37
9.68;73.60;0.09;0.07;0.10;29061.27
9.80;73.70;0.09;0.08;0.10;28070.89
9.86;73.00;0.10;0.06;0.13;27293.16
9.98;72.70;0.09;0.05;0.11;26600.51
10.05;72.40;0.09;0.06;0.09;26296.71
10.00;72.30;0.09;0.06;0.12;25634.43
10.00;72.60;0.08;0.05;0.12;25130.13
9.84;73.20;0.09;0.07;0.13;24923.54
10.04;73.10;0.08;0.04;0.10;24619.75
10.14;71.40;0.09;0.06;0.12;23933.16
10.02;71.50;0.09;0.05;0.16;23884.56
9.93;72.00;0.08;0.05;0.10;23598.99
9.80;72.40;0.08;0.07;0.09;23301.27
9.62;73.10;0.08;0.04;0.15;23210.13
9.50;73.50;0.09;0.06;0.10;23252.66
9.25;75.20;0.09;0.06;0.14;22979.24
9.06;75.60;0.09;0.06;0.11;22645.06
8.96;76.50;0.08;0.05;0.11;22310.89
9.20;74.20;0.08;0.07;0.09;22250.13
9.27;71.90;0.08;0.08;0.12;22256.20
9.31;69.22;0.08;0.05;0.13;22128.61
9.38;67.68;0.08;0.06;0.13;22055.70
9.52;64.41;0.08;0.03;0.16;22067.85
9.51;64.04;0.08;0.04;0.10;22001.01
9.53;62.77;0.08;0.08;0.11;22025.32
9.51;62.40;0.08;0.07;0.12;22025.32
9.39;63.51;0.08;0.06;0.12;21976.71
9.30;64.37;0.08;0.06;0.12;21994.94
9.15;65.24;0.08;0.09;0.09;22171.14
9.13;65.41;0.08;0.05;0.12;22134.68
9.05;65.78;0.08;0.04;0.12;22268.35
9.09;65.78;0.08;0.09;0.15;22335.19
9.10;65.94;0.08;0.08;0.09;22766.58
8.97;67.21;0.08;0.06;0.12;23513.92
9.08;67.28;0.08;0.06;0.11;24109.37
9.05;67.61;0.08;0.04;0.11;24650.13
9.14;66.38;0.08;0.08;0.13;24461.77
8.95;68.11;0.08;0.05;0.09;24747.34
8.61;70.60;0.08;0.06;0.12;24480.00
9.23;66.61;0.08;0.07;0.13;23793.42
9.40;64.27;0.08;0.08;0.08;22863.80
9.49;63.91;0.08;0.06;0.12;22481.01
9.52;63.77;0.08;0.05;0.09;22523.54
9.49;63.97;0.08;0.06;0.08;22717.97
9.51;63.91;0.08;0.06;0.13;22584.30
9.41;64.14;0.08;0.06;0.10;22827.34
9.39;64.44;0.08;0.12;0.16;23021.77
9.38;64.54;0.08;0.83;0.89;23538.23
9.41;64.17;0.08;3.11;3.09;24261.27
9.41;64.07;0.08;7.86;7.85;24899.24
9.45;63.67;0.08;13.96;13.97;25184.81
9.52;63.41;0.08;56.45;56.18;25828.86
9.63;63.67;0.08;103.70;102.50;27031.90
9.77;62.57;0.46;134.00;133.10;27584.81
9.86;62.14;4.92;147.90;148.40;28253.16
9.89;62.34;4.92;109.90;108.80;29030.89
9.96;62.20;4.92;191.10;192.40;29243.54
10.05;62.24;4.92;217.80;220.90;29857.22
10.11;62.27;4.92;244.30;250.20;30361.52
10.22;62.44;4.92;275.20;284.40;31594.94
10.32;62.44;4.92;313.00;325.90;31746.84
10.58;62.27;1.44;372.40;388.60;32536.71
10.99;61.47;0.08;405.20;424.20;33478.48
11.02;60.90;0.08;432.90;456.10;33739.75
11.16;60.77;0.09;462.80;488.60;34438.48
11.05;62.20;0.09;496.40;524.50;34590.38
11.22;62.60;0.09;528.10;561.10;34578.23
11.32;62.60;0.08;514.30;547.20;34857.72
11.29;62.10;0.09;505.00;536.20;34906.33
11.43;61.60;0.08;523.20;561.80;35076.46
11.62;60.83;0.08;525.30;561.10;35106.84
11.59;61.67;0.09;354.00;359.20;35094.68
11.46;60.73;0.09;392.50;408.70;35076.46
11.93;62.17;0.08;583.50;629.60;34954.94
12.16;62.57;0.08;522.90;564.20;35179.75
12.34;61.67;0.08;550.10;599.20;34954.94
12.43;60.20;0.09;554.10;599.60;35143.29
12.58;59.03;0.09;585.30;636.60;35823.80
12.48;60.57;0.08;529.50;566.00;35744.81
12.53;58.93;0.09;255.70;262.70;35410.63
12.54;57.90;0.08;366.60;387.00;35197.97
12.97;56.56;0.08;466.00;494.00;35173.67
12.98;57.86;0.09;592.70;651.10;34705.82
13.04;58.20;0.09;305.60;321.70;34657.22
12.99;58.60;0.09;621.30;679.10;34426.33
13.37;56.43;0.08;474.70;522.40;34511.39
12.89;57.13;0.09;398.70;432.00;33818.73
12.93;56.53;0.08;431.20;476.10;33782.28
12.90;56.76;0.09;201.70;209.30;34420.25
12.96;57.63;0.08;449.90;507.30;34116.46
13.32;55.03;0.09;463.10;528.80;33812.66
13.47;53.12;0.09;458.80;525.80;33223.29
13.33;53.46;0.08;355.00;407.10;33065.32
13.01;53.92;0.08;211.10;236.30;33016.71
12.71;54.02;0.09;182.00;205.50;33022.78
12.63;54.56;0.09;142.00;158.70;32822.28
12.94;53.39;0.09;217.30;253.00;32755.44
13.15;52.99;0.09;276.50;332.40;32518.48
13.21;48.88;0.09;264.00;320.00;32609.62
13.24;47.55;0.08;198.10;240.80;32737.22
13.13;49.02;0.09;185.50;229.80;32810.13
13.06;48.91;0.09;170.90;215.10;33205.06
12.97;49.52;0.09;142.60;182.40;34213.67
12.87;49.78;0.09;128.10;165.20;35732.66
12.81;49.32;0.09;100.30;130.00;38418.23
12.58;48.85;0.09;28.45;31.70;41668.86
12.38;51.55;0.09;16.37;17.16;43570.63
12.23;52.49;0.09;10.83;11.21;44002.03
12.18;53.72;0.09;6.20;6.36;43959.49
12.21;55.26;0.09;2.90;2.97;44317.97
12.18;57.03;0.09;0.74;0.63;44396.96
12.21;57.30;0.08;0.22;0.21;44469.87
12.28;58.00;0.08;0.08;0.10;44269.37
12.39;56.79;0.09;0.04;0.11;44336.20
12.45;56.09;0.09;0.05;0.10;44500.25
12.53;56.19;0.09;0.07;0.11;44712.91
12.61;57.63;0.08;0.05;0.09;44311.90
12.27;61.64;0.08;0.06;0.12;44366.58
11.70;66.64;0.09;0.08;0.13;44396.96
11.45;68.08;0.09;0.05;0.11;44129.62
11.85;67.08;0.09;0.07;0.08;44081.01
12.32;62.80;0.08;0.05;0.12;44002.03
12.41;61.44;0.08;0.07;0.12;43771.14
12.36;61.74;0.08;0.08;0.09;43825.82
12.53;61.24;0.08;0.07;0.10;43625.32
12.34;63.37;0.08;0.09;0.13;43285.06
12.51;62.94;0.08;0.04;0.15;42659.24
12.79;61.44;0.08;0.07;0.13;42622.78
12.83;62.00;0.08;0.05;0.13;41328.61
12.71;63.21;0.08;0.07;0.09;40891.14
12.86;62.80;0.08;0.04;0.09;40581.27
12.95;62.90;0.08;0.06;0.10;40034.43
13.11;61.87;0.08;0.06;0.12;39177.72
13.25;61.20;0.08;0.04;0.13;38557.97
12.79;67.21;0.08;0.07;0.19;38120.51
12.69;69.65;0.08;0.08;0.10;37294.18
12.72;69.65;0.08;0.04;0.16;36461.77
12.94;70.60;0.08;0.07;0.17;35963.54
12.81;70.70;0.08;0.07;0.13;35046.08
12.94;71.10;0.08;0.05;0.13;33697.22
12.96;71.30;0.08;0.05;0.16;32834.43
13.02;70.90;0.08;0.06;0.15;31594.94
13.01;69.55;0.08;0.07;0.12;30312.91
12.99;69.52;0.08;0.07;0.10;29644.56
12.90;69.68;0.08;0.06;0.14;28878.99
12.99;69.45;0.08;0.06;0.15;28089.11
13.06;67.81;0.08;0.07;0.12;27214.18
12.94;68.18;0.08;0.06;0.14;26576.20
13.07;67.18;0.09;0.06;0.11;26029.37
13.09;66.81;0.08;0.07;0.09;25512.91
13.13;65.44;0.08;0.08;0.09;25184.81
13.16;65.01;0.08;0.08;0.10;24698.73
13.21;64.37;0.08;0.04;0.10;24103.29
13.21;64.47;0.08;0.07;0.12;23684.05
13.18;64.94;0.08;0.07;0.09;23264.81
13.14;65.28;0.08;0.06;0.10;22924.56
13.12;65.48;0.08;0.06;0.11;22341.27
13.05;66.51;0.08;0.07;0.09;22183.29
12.79;70.20;0.08;0.07;0.12;22146.84
12.40;71.20;0.08;0.11;0.13;21824.81
12.43;71.00;0.08;0.04;0.13;21982.78
12.57;69.05;0.08;0.04;0.13;21843.04
12.59;67.51;0.08;0.07;0.08;21733.67
12.66;66.14;0.08;0.08;0.11;21514.94
12.66;65.14;0.08;0.05;0.11;21198.99
12.70;63.84;0.08;0.09;0.13;20937.72
12.70;63.91;0.08;0.05;0.14;20718.99
